character,dialogue,episode,line
Red Leader,"Cut the chatter, Red Two.",4,856
Red Leader,"Accelerate to attack speed.  This is it, boys!",4,857
Gold Leader,"Red Leader, this is Gold Leader.",4,858
Red Leader,"I copy, Gold Leader.",4,859
Gold Leader,We're starting for the target shaft now.,4,860
Red Leader,We're in position.  I'm going to cut across the axis and try and draw their fire.,4,861
Wedge,"Heavy fire, boss!  Twenty-threedegrees.",4,862
Red Leader,I see it.  Stay low. ,4,863
Luke,This is Red Five!  I'm going in!,4,864
Biggs,"Luke, pull up!",4,865
Biggs,Are you all right?,4,866
Luke,"I got a little cooked, but I'm okay.",4,867
Astro-Officer,"We count thirty Rebel ships, Lord Vader.  But they're so small they're evading our turbo-lasers!",4,868
Vader,We'll have to destroy them ship to ship.  Get the crews to their fighters.,4,869
Red Leader,"Luke, let me know when you're going in.",4,870
Luke,I'm on my way in now...,4,871
Red Leader,Watch yourself!  There's a lot of fire coming from the right side of that deflection tower.,4,872
Luke,I'm on it.,4,873
Control Officer,"Squad leaders, we've picked up a new group of signals.  Enemy fighters coming your way.",4,874
Luke,My scope's negative.  I don't see anything.,4,875
Red Leader,"Keep up your visual scanning.  With all this jamming, they'll be on top of you before your scope can pick them up.",4,876
Red Leader,Biggs!  You've picked one up... watch it!,4,877
Biggs,I can't see it!  Where is he?!,4,878
Biggs,"He's on me tight, I can't shake him... I can't shake him.",4,879
Luke,"Hang on, Biggs, I'm coming in.",4,880
Luke,Got him!,4,881
Vader,Several fighters have broken off from the main group.  Come with me!,4,882
Biggs,Pull in!  Luke... pull in!,4,883
Wedge,"Watch your back, Luke!",4,884
Wedge,"Watch your back!  Fighter's above you, coming in!",4,885
Luke,"I'm hit, but not bad.",4,886
Luke,"Artoo, see what you can do with it.  Hang on back there.",4,887
Red Leader,Red Six...,4,888
Red Leader,Can you see Red Five?,4,889
Red Ten,"There's a heavy fire zone on this side. Red Five, where are you?",4,890
Luke,I can't shake him!,4,891
Wedge,"I'm on him, Luke!",4,892
Wedge,Hold on!,4,893
Luke,Blast it!  Wedge where are you?,4,894
Luke,"Thanks, Wedge.",4,895
Biggs,"Good shooting, Wedge!",4,896
Gold Leader,Red Leader...,4,897
Gold Leader,... This is Gold Leader.  We're starting out attack run.,4,898
Red Leader,"I copy, Gold Leader.  Move into position.",4,899
Vader,Stay in attack formation!,4,900
Gold Leader,The exhaust post is...,4,901
Gold Leader,... marked and locked in!,4,902
Gold Leader,Switch power to front deflection screens.,4,903
Gold Leader,"How many guns do you think, Gold Five?",4,904
Gold Five,"I'd say about twenty guns.  Some on the surface, some on the towers.",4,905
Massassi Intercom Voice,Death Star will be in range in five minutes. ,4,906
Gold Leader,Switch to targeting computer.,4,907
Gold Two,Computer's locked.  Getting a signal.,4,908
Gold Two,The guns... they've stopped!,4,909
Gold Five,Stabilize your rear deflectors.  Watch for enemy fighters.,4,910
Gold Leader,They've coming in!  Three marks at two ten.,4,911
Vader,I'll take them myself!  Cover me!,4,912
Wingman,"Yes, sir.",4,913
Gold Leader,I can't maneuver!,4,914
Gold Five,Stay on target.,4,915
Gold Leader,We're too close.,4,916
Gold Five,Stay on target!,4,917
Gold Leader,Loosen up!,4,918
Gold Five,Gold Five to Red Leader...,4,919
Gold Five,"Lost Tiree, lost Dutch.",4,920
Red Leader,"I copy, Gold Five.",4,921
Gold Five,They came from behind....,4,922
Officer,"We've analyzed their attack, sir, and there is a danger.  Should I have your ship standing by?",4,923
Tarkin,Evacuate?  In out moment of triumph?  I think you overestimate their chances!,4,924
Voice,"Rebel base, three minutes and closing.",4,925
Red Leader,"Red Group, this is Red Leader.",4,926
Red Leader,Rendezvous at mark six point one.,4,927
Wedge,This is Red Two.  Flying towards you.,4,928
Biggs,"Red Three, standing by.",4,929
Dodonna,"Red Leader, this is Base One.  Keep half your group out of range for the next run.",4,930
Red Leader,"Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run.",4,931
Red Leader,This is it!,4,932
Red Ten,We should be able to see it by now.,4,933
Red Leader,Keep your eyes open for those fighters!,4,934
Red Ten,There's too much interference!,4,935
Red Ten,"Red Five, can you see them from where you are?",4,936
Luke,No sign of any... wait!,4,937
Luke,Coming in point three five.,4,938
Red Ten,I see them.,4,939
Red Leader,I'm in range.,4,940
Red Leader,Target's coming up!,4,941
Red Leader,Just hold them off for a few seconds.,4,942
Vader,Close up formation.,4,943
Red Leader,Almost there!,4,944
Red Ten,You'd better let her loose.,4,945
Red Leader,Almost there!,4,946
Red Ten,I can't hold them!,4,947
Red Leader,It's away!,4,948
Red Nine,It's a hit!,4,949
Red Leader,Negative.,4,950
Red Leader,"Negative!  It didn't go in, it just impacted on the surface.",4,951
Luke,"Red Leader, we're right above you.  Turn to point...",4,952
Luke,... oh-five; we'll cover for you.,4,953
Red Leader,Stay there...,4,954
Red Leader,... I just lost my starboard engine.,4,955
Red Leader,Get set up for your attack run.,4,956
Death Star Intercom Voice,"Rebel base, one minute and closing.",4,957
Luke,"Biggs, Wedge, let's close it up.  We're going in.  We're going in full throttle.",4,958
Wedge,"Right with you, boss.",4,959
Biggs,"Luke, at that speed will you be able to pull out in time?",4,960
Luke,It'll be just like Beggar's Canyon back home.,4,961
Biggs,We'll stay back far enough to cover you.,4,962
Wedge,"My scope shows the tower, but I can't see the exhaust port!  Are you sure the computer can hit it?",4,963
Luke,Watch yourself!  Increase speed full throttle!,4,964
Wedge,What about that tower?,4,965
Luke,You worry about those fighters!  I'll worry about the tower!,4,966
Luke,"Artoo... that, that stabilizer's broken loose again!  See if you can't lock it down!",4,967
Wedge,I'm hit!  I can't stay with you.,4,968
Luke,"Get clear, Wedge.",4,969
Luke,You can't do any more good back there!,4,970
Wedge,Sorry!,4,971
Vader,Let him go!  Stay on the leader!,4,972
Biggs,"Hurry, Luke, they're coming in much faster this time. I can't hold them!",4,973
Luke,"Artoo, try and increase the power!",4,974
Biggs,"Hurry up, Luke!",4,975
Biggs,Wait!,4,976
Death Star Intercom Voice,"Rebel base, thirty seconds and closing.",4,977
Vader,I'm on the leader.,4,978
Threepio,"Hang on, Artoo!",4,979
Ben,"Use the Force, Luke.",4,980
Ben,"Let go, Luke.",4,981
Vader,The Force is strong with this one!,4,982
Ben,"Luke, trust me.",4,983
Base Voice,"His computer's off.  Luke, you switched off your targeting computer.  What's wrong?",4,984
Luke,Nothing.  I'm all right.,4,985
Luke,I've lost Artoo!,4,986
Massassi Intercom Voice,The Death Star has cleared the planet.  The Death Star has cleared the planet.,4,987
Death Star Intercom Voice,"Rebel base, in range.",4,988
Tarkin,You may fire when ready.,4,989
Death Star Intercom Voice,Commence primary ignition.,4,990
Vader,I have you now.,4,991
Vader,What?,4,992
Han,Yahoo!,4,993
Wingman,Look out!,4,994
Han,"You're all clear, kid.",4,995
Han,Now let's blow this thing and go home!,4,996
Intercom Voice,Stand by to fire at Rebel base.,4,997
Intercom Voice,Standing by.,4,998
Han,"Great shot, kid.  That was one in a million.",4,999
Ben,"Remember, the Force will be with you... always.",4,1000
Leia,Luke!  Luke!  Luke!,4,1001
Han,Hey!  Hey!,4,1002
Luke,I knew you'd come back!  I just knew it!,4,1003
Han,"Well, I wasn't gonna let you get all the credit and take all the reward.",4,1004
Leia,"Hey, I knew there was more to you than money.",4,1005
Luke,"Oh, no!",4,1006
Threepio,"Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?",4,1007
Technician,We'll get to work on him right away.,4,1008
Threepio,"You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them.",4,1009
Luke,He'll be all right.,4,1010
Luke,"Echo Three to Echo Seven. Han, old buddy, do you  read me?",5,1
Han,"Loud and clear, kid. What's up?",5,2
Luke,"Well, I finished my circle. I don't pick up any  life readings.",5,3
Han,There isn't enough life on this ice cube to fill a  space cruiser. The sensors are placed. I'm going back.,5,4
Luke,Right. I'll see you shortly. There's a meteorite  that hit the ground near here. I want to check it out. It won't take long.,5,5
Luke,"Hey, steady girl. What's the matter? You smell something?",5,6
Luke,Aaargh!,5,7
Han,Chewie!,5,8
Han,"All right, don't lose your temper. I'll come right back and give  you a hand.",5,9
Rieekan,Solo?,5,10
Han,"No sign of life out there, General. The sensors are in place.  You'll know if anything comes around.",5,11
Rieekan,Commander Skywalker reported in yet?,5,12
Han,No. He's checking out a meteorite that hit near him.,5,13
Rieekan,"With all the meteor activity in this  system, it's going to be difficult to spot approaching ships.",5,14
Han,"General, I've got to leave. I can't stay anymore.",5,15
Rieekan,I'm sorry to hear that.,5,16
Han,"Well, there's a price on my head. If I don't pay off Jabba the  Hut, I'm a dead man.",5,17
Rieekan,"A death mark's not an easy thing to live with. You're a good  fighter, Solo. I hate to lose you.",5,18
Han,"Thank you, General.",5,19
Han,"Well, Your Highness, I guess this is it.",5,20
Leia,That's right.,5,21
Han,"Well, don't get all mushy on me. So long, Princess.",5,22
Leia,Han!,5,23
Han,"Yes, Your Highnessness?",5,24
Leia,I thought you decided to stay.,5,25
Han,"Well, the bounty hunter we ran into on Ord Mantell changed my  mind.",5,26
Leia,"Han, we need you!",5,27
Han,We?,5,28
Leia,Yes.,5,29
Han,"Oh, what about you need?",5,30
Leia,I need? I don't know what you're talking about.,5,31
Han,You probably don't.,5,32
Leia,And what precisely am I supposed to know?,5,33
Han,Come on! You want me to stay because of the way you feel about  me.,5,34
Leia,Yes. You're a great help to us. You're a natural leader...,5,35
Han,No! That's not it. Come on. Aahhh -- uh huh! Come on.,5,36
Leia,You're imagining things.,5,37
Han,Am I? Then why are you following me? Afraid I was going to leave  without giving you a goodbye kiss?,5,38
Leia,I'd just as soon kiss a Wookiee.,5,39
Han,I can arrange that. You could use a good kiss!,5,40
Threepio,Don't try to blame me. I didn't ask you to turn on the  thermal heater. I merely commented that it was freezing in the princess's chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know.,5,41
Threepio,"Oh, switch off.",5,42
Han,Why do you take this apart now? I'm trying to get us  out of here and you pull both of these.,5,43
Threepio,"Excuse me, sir.",5,44
Han,Put them back together right now.,5,45
Threepio,"Might I have a word with you, please?",5,46
Han,What do you want?,5,47
Threepio,"Well, it's Princess Leia, sir. She's been trying to get you  on the communicator.",5,48
Han,I turned it off. I don't want to talk to her.,5,49
Threepio,"Oh. Well, Princess Leia is wondering about Master Luke. He  hasn't come back yet. She doesn't know where he is.",5,50
Han,I don't know where he is.,5,51
Threepio,Nobody knows where he is.,5,52
Han,"What do you mean, ""nobody knows""?",5,53
Threepio,"Well, uh, you see...",5,54
Han,Deck Officer. Deck Officer!,5,55
Threepio,"Excuse me, sir. Might I inqu-...",5,56
Deck Officer,"Yes, sir?",5,57
Han,Do you know where Commander Skywalker is?,5,58
Deck Officer,I haven't seen him. It's possible he came in through the  south entrance.,5,59
Han,It's possible? Why don't you go find out? It's getting dark out  there.,5,60
Deck Officer,"Yes, sir.",5,61
Threepio,"Excuse me, sir. Might I inquire what's going on?",5,62
Han,Why not?,5,63
Threepio,"Impossible man. Come along, Artoo, lets find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger.",5,64
Deck Officer,"Sir, Commander Skywalker hasn't come in through the  south entrance. He might have forgotten to check in.",5,65
Han,Not likely. Are the speeders ready?,5,66
Deck Officer,Not yet. We're having some trouble adapting them to the  cold.,5,67
Han,Then we'll have to go out on Tauntauns.,5,68
Deck Officer,"Sir, the temperature's dropping too rapidly.",5,69
Han,That's right. And my friends out in it.,5,70
Assistant Officer,I'll cover sector twelve. Have com-control set  screen alpha.,5,71
Deck Officer,Your Tauntaun'll freeze before you reach the first  marker.,5,72
Han,Then I'll see you in hell!,5,73
Threepio,"You must come along now, Artoo. There's really nothing more  we can do. And my joints are freezing up.",5,74
Threepio,"Don't say thing like that! Of course we'll see Master Luke  again. He'll be quite all right, you'll see.  Stupid little short-circuit. He'll be quite all right.",5,75
Lieutenant,"Sir, all the patrols are in. There's still no contact from  Skywalker or Solo.",5,76
Threepio,"Mistress Leia, Artoo says he's been quite unable to pick up  any signals, although he does admit that his own range is far too weak to abandon all hope.",5,77
Derlin,"Your Highness, there's nothing more we can do tonight. The  shield doors must be closed.",5,78
Derlin,Close the doors.,5,79
Lieutenant,"Yes, sir.",5,80
Threepio,Artoo says the chances of survival are seven hundred  seventy-five...to one.,5,81
Threepio,"Actually, Artoo has been known to make mistakes...from time  to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know...for a human being.",5,82
Ben,Luke...Luke.,5,83
Luke,Ben?,5,84
Ben,You will go to the Dagobah system.,5,85
Luke,Dagobah system?,5,86
Ben,"There you will learn from Yoda, the Jedi Master who instructed  me.",5,87
Luke,Ben...Ben.,5,88
Han,"Luke! Luke! Don't do this, Luke. Come on, give me a sign here.",5,89
Han,Not much time.,5,90
Luke,Ben...Ben...,5,91
Han,"Hang on, kid.",5,92
Luke,Dagobah system...,5,93
Han,Whew...,5,94
Luke,Dagobah...,5,95
Han,"This may smell bad, kid...",5,96
Luke,Yoda...,5,97
Han,...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!,5,98
Zev,"Echo Base...I've got something! Not much, but  it could be a life form.",5,99
Zev,"This is Rouge Two. this is Rouge Two. Captain  Solo, so you copy? Commander Skywalker, do you copy? This is Rouge Two.",5,100
Han,Good morning. Nice of you guys to  drop by.,5,101
Zev,"Echo Base...this is Rouge Two. I found  them. Repeat, I found them.",5,102
Threepio,"Master Luke, sir, it's good to see you fully functional  again.",5,103
Threepio,"Artoo expresses his relief, also.",5,104
Han,"How are you feeling, kid? You don't look so bad to me. In fact,  you look strong enough to pull the ears off a Gundark.",5,105
Luke,Thanks to you.,5,106
Han,"That's two you owe me, junior.",5,107
Han,"Well your Worship, looks like you managed to keep me around for a  little while longer.",5,108
Leia,I had nothing to do with it. General Rieekan thinks  it's dangerous for any ships to leave the system until we've activated the energy shield.,5,109
Han,That's a good story. I think you just can't bear to let a  gorgeous guy like me out of your sight.,5,110
Leia,"I don't know where you get you delusions, laser brain.",5,111
Han,"Laugh it up, fuzz ball. But you didn't see us alone in the south  passage.",5,112
Han,She expressed her true feelings for me.,5,113
Leia,"My...! Why, you stuck up,...half-witted,...scruffy-looking...  nerf-herder!",5,114
Han,"Who's scruffy-looking?  I must have hit her pretty close  to the mark to get her all riled up like that, huh, kid?",5,115
Leia,"Why, I guess you don't know everything about women yet?",5,116
Announcer,"Headquarters personnel, report to command  center.",5,117
Han,Take it easy.,5,118
Threepio,"Excuse us, please.",5,119
Rieekan,Princess...we have a visitor.,5,120
Rieekan,"We've picked up something outside the base in zone twelve,  moving east.",5,121
Senior Controller,It's metal.,5,122
Leia,Then it couldn't be one of those creatures that attacked Luke.,5,123
Han,"It could be a speeder, one of ours.",5,124
Senior Controller,No. Wait -- there's something very weak coming  through.,5,125
Threepio,"Sir, I am fluent in six million forms of communication. This  signal is not used by the Alliance. It could be an Imperial code.",5,126
Han,"It isn't friendly, whatever it is. Come on, Chewie, let's check  it out.",5,127
Rieekan,Send Rouges Ten and Eleven to station three-eight.,5,128
Han,Afraid there's not much left.,5,129
Leia,What was it?,5,130
Han,Droid of some kind. I didn't hit it that hard. It  must have had a self-destruct.,5,131
Leia,An Imperial probe droid.,5,132
Han,It's a good bet the Empire knows we're here.,5,133
Rieekan,We'd better start the evacuation.,5,134
Piett,Admiral.,5,135
Ozzel,"Yes, Captain",5,136
Piett,"I think we've got something, sir. The report is only a fragment  had.",5,137
Ozzel,"We have thousands of probe droids searching the  galaxy. I want proof, not leads!",5,138
Piett,The visuals indicate life readings.,5,139
Ozzel,It could mean anything. If we followed every lead...,5,140
Piett,"But, sir, the Hoth system is supposed to be devoid of human  forms.",5,141
Vader,You found something?,5,142
Piett,"Yes, my lord.",5,143
Vader,That's it. The  Rebels are there.,5,144
Ozzel,"My lord, there are so many uncharted settlements. It could be  smugglers, it could be...",5,145
Vader,"That is the system. And I'm sure Skywalker is with them. Set  your course for the Hoth system. General Veers, prepare you men.",5,146
Rebel Captain,"Groups seven and ten will stay behind to fly the  speeders. As soon as each transport is loaded, evacuation control will give clearance for immediate launch.",5,147
Rebel Fighter,"Right, sir.",5,148
Han,"Okay, that's it. Try it...Off! Turn it  off! Turn it off! Off!",5,149
Medical Droid,"Sir, it will take quite awhile to evacuate the T-forty-  sevens.",5,150
Luke,"Well, forget the heavy equipment. There's plenty of time to get  the smaller modules on the transports.",5,151
Medical Droid,"Take care, sir.",5,152
Luke,Thanks.,5,153
Luke,"Chewie, take care of yourself, okay?",5,154
Han,"Hi, kid.  There's got to be a reason for it. Check it  at the other end. Wait a second.  You all right?",5,155
Luke,Yeah.,5,156
Han,Be careful.,5,157
Luke,"You, too.",5,158
Controller,"General, there's a fleet of Star Destroyers coming out of  hyperspace in sector four.",5,159
Rieekan,Reroute all power to the energy shield. We've got to hold  them till all transports are away. Prepare for ground assault.,5,160
Vader,"What is it, General?",5,161
Veers,"My lord, the fleet has moves out of light-speed. Com-Scan has  detected an energy field protecting an area around the sixth planet of the Hoth system. The field is strong enough to deflect any bombardment.",5,162
Vader,The Rebels are alerted to our presence. Admiral Ozzel  came out of light-speed too close to the system.,5,163
Veers,He felt surprise was wiser...,5,164
Vader,"He is as clumsy as he is stupid. General, prepare your troops  for a surface attack.",5,165
Veers,"Yes, my lord.",5,166
Ozzel,"Lord Vader, the fleet has moved out of light-speed, and we're  preparing to...Aaagh!",5,167
Vader,"You have failed me for the last time, Admiral. Captain Piett.",5,168
Piett,"Yes, my lord.",5,169
Vader,"Make ready to land out troops beyond the energy shield and  deploy the fleet so that nothing gets off that system. You are in command now, Admiral Piett.",5,170
Piett,"Thank you, Lord Vader.",5,171
Leia,"All troop carriers will assemble at the north entrance. The  heavy transport ships will leave as soon as they're loaded. Only two fighter escorts per ship. The energy shield can only be opened for a short time, so you'll have to stay very close to your transports.",5,172
Hobbie,Two fighters against a Star Destroyer?,5,173
Leia,"The ion cannon will fire several shots to make sure that any  enemy ships will be out of your flight path. When you've gotten past the energy shield, proceed directly to the rendezvous point. Understood?",5,174
Pilots,Right. Okay.,5,175
Leia,Good luck.,5,176
Derlin,Okay. Everyone to your stations. Let's go!,5,177
Rieekan,Their primary target will be the power generators. Prepare to  open the shield.,5,178
Controller,"Sir, Rebel ships are coming into our sector.",5,179
Captain,Good. Our first catch of the day.,5,180
Woman Controller,"Stand by, ion control....Fire!",5,181
Announcer,The first transport is away.,5,182
Dack,"Feeling all right, sir?",5,183
Luke,"Just like new, Dack. How about you?",5,184
Dack,Right now I feel I could take on the whole Empire myself.,5,185
Luke,I know what you mean.,5,186
Trench Officer,Echo Station Three-T-Eight.,5,187
Trench Officer,We have spotted Imperial walkers!,5,188
Controller,Imperial walkers on the north ridge.,5,189
Luke,Echo station Five-Seven. We're on our way.,5,190
Luke,"All right, boys, keep tight now.",5,191
Dack,"Luke, I have no approach vector. I'm not set.",5,192
Luke,"Steady, Dack. Attack pattern delta. Go now!",5,193
Luke,"All right, I'm coming in.",5,194
Luke,"Hobbie, you still with me?",5,195
Luke,That armor's too strong for blasters.,5,196
Luke,"Rouge Group, use your harpoons and tow cables. Go  for the legs. It might be our only chance of stopping them.  All right, stand by, Dack.",5,197
Dack,"Luke, we've got a malfunction in fire control. I'll have to cut  in the auxiliary.",5,198
Luke,"Just hang on. Hang on, Dack. Get ready to fire that tow cable.",5,199
Luke,Dack? Dack!,5,200
Veers,"Yes, Lord Vader. I've reached the main power generator. The  shield will be down in moments. You may start your landing.",5,201
Luke,Rouge Three.,5,202
Wedge,"Copy, Rouge Leader",5,203
Luke,"Wedge, I've lost my gunner. You'll have to make  this shot. I'll cover for you. Set your harpoon. Follow me on the next pass.",5,204
Wedge,"Coming around, Rouge Leader.",5,205
Luke,"Steady, Rouge Two",5,206
Wedge,Activate harpoon.,5,207
Wedge,"Good shot, Janson.",5,208
Wedge,One more pass.,5,209
Janson,Coming around. Once more.,5,210
Janson,One more.,5,211
Janson,Cable out! Let her go!,5,212
Wedge,Detach cable.,5,213
Janson,Cable detached.,5,214
Trench Officer,Come on!,5,215
Wedge,Whooha!! That got him!,5,216
Luke,"I see it, Wedge. Good work.",5,217
Rieekan,I don't think we can protect two transports at a time.,5,218
Leia,"It's risky, but we can't hold out much longer. We have no  choice.",5,219
Rieekan,Launch patrols.,5,220
Leia,Evacuate remaining ground staff.,5,221
Han,"No, no! No! This one goes there, that one goes there. right?",5,222
Threepio,"Artoo, you take good care of Master Luke now, understand?  And...do take care of yourself. Oh, dear, oh, dear.",5,223
Veers,All troops will debark for ground assault. Prepare to target  the main generator.,5,224
Luke,"Rouge Two, are you all right?",5,225
Zev,"Yeah. I'm with you, Rouge Leader.",5,226
Luke,We'll set harpoon. I'll cover for you.,5,227
Zev,Coming around.,5,228
Luke,"Watch that cross fire, boys.",5,229
Zev,Set for position three.  Steady.,5,230
Luke,Stay tight and low.,5,231
Luke,"Hobbie, I've been hit!",5,232
Han,You all right?,5,233
Leia,Why are you still here?,5,234
Han,I heard the command center had been hit.,5,235
Leia,You got your clearance to leave.,5,236
Han,Don't worry. I'll leave. First I'm going to get you to your ship.,5,237
Threepio,"Your Highness, we must take this last transport. It's our  only hope.",5,238
Leia,Send all troops in sector twelve to the south  slope to protect the fighters.,5,239
Announcer,Imperial troops have entered the base.,5,240
Han,Come on...that's it.,5,241
Leia,Give the evacuation code signal. And get to  your transports!,5,242
Head Controller,K-one-zero...all troops disengage.,5,243
Threepio,Oh! Wait for me!,5,244
Officer,Begin retreat!,5,245
Second Officer,Fall back!,5,246
Veers,Distance to power generators?,5,247
Pilot,"One-seven, decimal two-eight.",5,248
Veers,Target. Maximum fire power.,5,249
Han,"Transport, this is Solo. Better take off -- I  can't get to you. I'll get the princess out on the Falcon.",5,250
Threepio,But...but...but...where are you going? Uh...come back!!,5,251
Threepio,Wait! Wait for me! Wait! Stop!,5,252
Threepio,How typical.,5,253
Han,Come on.,5,254
Han,"Hurry up, goldenrod, or you're going to be a permanent resident!",5,255
Threepio,Wait! Wait!,5,256
Han,How's this?,5,257
Leia,Would it helped if I got out and pushed?,5,258
Han,It might.,5,259
Threepio,"Captain Solo, Captain Solo...sir, might I suggest that  you...",5,260
Threepio,It can wait.,5,261
Leia,The bucket of bolts is never going to get us past that blockade.,5,262
Han,"This baby's got a few surprises left in her, sweetheart.",5,263
Han,Come on! Come on! Switch over. Let's hope we don't have a  burnout.,5,264
Han,See?,5,265
Leia,"Someday you're going to be wrong, and I hope I'm there to see it.",5,266
Han,Punch it!,5,267
Luke,Artoo! Get her ready for takeoff.,5,268
Wedge,"Good luck, Luke. See you at the rendezvous.",5,269
Luke,"Don't worry, Artoo. We're going, we're going.",5,270
Luke,"There's nothing wrong, Artoo. I'm just setting a  new course.",5,271
Luke,We're not going to regroup with the others.,5,272
Luke,We're going to the Dagobah system.,5,273
Luke,"Yes, Artoo?",5,274
Luke,That's all right. I'd like to keep it  on manual control for a while.,5,275
Han,I saw them! I saw them!,5,276
Leia,Saw what?,5,277
Han,"Star Destroyers, two of them, coming right at us.",5,278
Threepio,"Sir, sir! Might I suggest...",5,279
Han,Shut him up or shut him down!  Check the  deflector shield!,5,280
Han,"Oh, great. Well, we can still outmaneuver them.",5,281
Imperial Officer,Take evasive action!,5,282
Han,Prepare to make the jump to light-speed.,5,283
Threepio,"But, sir!",5,284
Leia,They're getting closer!,5,285
Han,Oh yeah? Watch this.,5,286
Leia,Watch what?,5,287
Han,I think we're in trouble.,5,288
Threepio,"If I may say so, sir, I noticed earlier the hyperdrive  motivator has been damaged. It's impossible to go to light-speed!",5,289
Han,We're in trouble!,5,290
Han,Horizontal boosters...!,5,291
Han,Alluvial dampers...! Well that's not it.,5,292
Han,Bring me the hydrospanners!,5,293
Han,I don't know how we're going to get out of this one.,5,294
Han,Oww! Chewie!,5,295
Han,That was no laser blast! Something hit us.,5,296
Leia,"Han, get up here!",5,297
Han,"Come on, Chewie!",5,298
Leia,Asteroids!,5,299
Han,"Oh, no! Chewie, set two-seven-one.",5,300
Leia,What are you doing? You're not actually going into an asteroid  field?,5,301
Han,"They'd be crazy to follow us, wouldn't they?",5,302
Leia,You don't have to do this to impress me.,5,303
Threepio,"Sir, the possibility of successfully navigating an asteroid  field is approximately three thousand, seven hundred and twenty to one.",5,304
Han,Never tell me the odds!,5,305
Han,"You said you wanted to be around when I made a mistake; well,  this could be it, sweetheart.",5,306
Leia,I take it back. We're going to get pulverized if we stay out  here much longer.,5,307
Han,I'm not going to argue with that.,5,308
Threepio,Pulverized?,5,309
Han,I'm going in closer to one of the big ones.,5,310
Leia,Closer?,5,311
Threepio,Closer?!,5,312
Threepio,"Oh, this is suicide!",5,313
Han,There. That looks pretty good.,5,314
Leia,What looks pretty good?,5,315
Han,Yeah. That'll do nicely.,5,316
Threepio,"Excuse me, ma'am, but where are we going?",5,317
Leia,I hope you know what you're doing.,5,318
Han,"Yeah, me too.",5,319
Luke,"Yes, that's it. Dagobah.",5,320
Luke,"No, I'm not going to change my mind about this.   I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...",5,321
Luke,"Yes, I'm sure it's perfectly safe for droids.",5,322
Luke,"I know, I know! All the scopes are dead. I can't  see a thing! Just hang on, I'm going to start the landing cycle...",5,323
Luke,"No, Artoo, you stay put. I'll have a look around.",5,324
Luke,Artoo?,5,325
Luke,Artoo! Where are you?,5,326
Luke,Artoo! You be more careful.,5,327
Luke,Artoo -- that way!,5,328
Luke,Artoo!,5,329
Luke,"Oh, no! Are you all right? Come on. You're lucky you don't taste  very good. Anything broken?",5,330
Luke,"If you're saying coming here was a bad idea, I'm beginning to  agree with you. Oh, Artoo, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy.",5,331
Vader,"Yes, Admiral?",5,332
Piett,"Our ships have sighted the Millennium Falcon, lord. But...it  has entered an asteroid field and we cannot risk...",5,333
Vader,"Asteroids do not concern me, Admiral. I want  that ship and not excuses.",5,334
Piett,"Yes, lord.",5,335
Han,I'm going to shut down everything but the emergency power  systems.,5,336
Threepio,"Sir, I'm almost afraid to ask, but...does that include  shutting me down, too?",5,337
Han,"No, I need you to talk to the Falcon, find out what's wrong with  the hyperdrive.",5,338
Threepio,"Sir, it's quite possible this asteroid is not entirely  stable.",5,339
Han,"Not entirely stable? I'm glad you're here to tell us these  things.  Chewie, take the professor in the back and plug him into the hyperdrive.",5,340
Threepio,"Oh! Sometimes I just don't understand human behavior. After  all, I'm only trying to do my job in the most...",5,341
Leia,Let go.,5,342
Han,Sshh!,5,343
Leia,"Let go, please.",5,344
Han,Don't get excited.,5,345
Leia,"Captain, being held by you isn't quite enough to get me excited.",5,346
Han,"Sorry, sweetheart. We haven't got time for anything else.",5,347
Luke,Ready for some power? Okay. Let's see now. Put that in there.  There you go.,5,348
Luke,Now all I have to do is find this Yoda...if he even  exists.,5,349
Luke,Still...there's something familiar about this place. I feel  like...I don't know...,5,350
Strange Voice,Feel like what?,5,351
Luke,Like we're being watched!,5,352
Creature,Away with your weapon! I mean you no harm.,5,353
Creature,"I am wondering, why are you here?",5,354
Luke,I'm looking for someone.,5,355
Creature,"Looking? Found someone, you have, I would say, hmmm?",5,356
Luke,Right.,5,357
Creature,"Help you I can. Yes, mmmm.",5,358
Luke,I don't think so. I'm looking for a great warrior.,5,359
Creature,Ahhh! A great warrior.  Wars not  make one great.,5,360
Luke,Put that down. Hey! That's my dinner.,5,361
Creature,"How you get so big, eating food of this kind?",5,362
Luke,"Listen, friend, we didn't mean to land in that puddle, and if we  could get our ship out, we would, but we can't, so why don't you just...",5,363
Creature,"Aww, cannot get your ship out?",5,364
Luke,"Hey, you could have broken this. Don't do that. Ohhh...you're  making a mess. Hey, give me that!",5,365
Creature,Mine! Or I will help you not.,5,366
