character,dialogue,episode,line
Threepio,"Of course I'm worried. And you should be, too. Lando Calrissian and poor Chewbacca never returned from this awful place.",6,18
Threepio,"Don't be so sure. If I told you half the things I've heard about this Jabba the Hutt, You'd probably short-circuit.",6,19
Threepio,"Artoo, are you sure this is the right place? I better knock, I suppose.",6,20
Threepio,There doesn't seem to be anyone there. Let's go back and tell Master Luke.,6,21
Strange Voice,Tee chuta hhat yudd!,6,22
Threepio,Goodness gracious me!,6,23
Threepio,Artoo Detoowha bo Seethreepiowha ey toota odd mischka Jabba du Hutt.,6,24
Threepio,"I don't think they're going to let us in, Artoo. We'd better go.",6,25
Threepio,"Artoo, wait. Oh, dear! Artoo. Artoo, I really don't think we should rush into all this.",6,26
Threepio,"Oh, Artoo!  Artoo, wait for me!",6,27
Threepio,"Just you deliver Master Luke's message and get us out of here. Oh my! Oh! Oh, no.",6,28
Bib,Die Wanna Wanga!,6,29
Threepio,"Oh, my! Die Wanna Wauaga. We -- we bring a message to your master, Jabba the Hutt.",6,30
Threepio,"... and a gift.  Gift, what gift?",6,31
Bib,Nee Jabba no badda. Me chaade su goodie.,6,32
Threepio,He says that our instructions are to give it only to Jabba himself.,6,33
Threepio,I'm terribly sorry. I'm afraid he's ever so stubborn about these sort of things.,6,34
Bib,Nudd Chaa.,6,35
Threepio,"Artoo, I have a bad feeling about this.",6,36
Threepio,Good morning.,6,37
Jabba,Bo Shuda!,6,38
Threepio,"The message, Artoo, the message.",6,39
Luke,"Greetings, Exalted One. Allow me to introduce myself. I am Luke Skywalker, Jedi Knight and friend to Captain Solo. I know that you are powerful, mighty Jabba, and that your anger with Solo must be equally powerful. I seek an audience with Your Greatness to bargain for Solo's life.  With your wisdom, I'm sure that we can work out an arrangement which will be mutually beneficial and enable us to avoid any unpleasant confrontation. As a token of my goodwill, I present to you a gift: these two droids.",6,40
Threepio,What did he say?,6,41
Luke,... Both are hardworking and will serve you well.,6,42
Threepio,"This can't be! Artoo, you're playing the wrong message.",6,43
Jabba,There will be no bargain.,6,44
Threepio,We're doomed.,6,45
Jabba,I will not give up my favorite decoration. I like Captain Solo where he is.,6,46
Threepio,"Artoo, look! Captain Solo. And he's still frozen in carbonite.",6,47
Threepio,What could possibly have come over Master Luke. Is it something I did? He never expressed any unhappiness with my work. Oh! Oh! Hold it! Ohh!,6,48
Ninedenine,"Ah, good. New acquisitions. You are a protocol droid, are you not?",6,49
Threepio,"I am See-Threepio, human-cy...",6,50
Ninedenine,Yes or no will do.,6,51
Threepio,"Oh. Well, yes.",6,52
Ninedenine,How many languages do you speak?,6,53
Threepio,"I am fluent in over six million forms of communication, and can readily...",6,54
Ninedenine,Splendid! We have been without an interpreter since our master got angry with our last protocol droid and disintegrated him.,6,55
Threepio,Disintegrated?,6,56
Ninedenine,Guard! This protocol droid might be useful. Fit him with a restraining bolt and take him back to His Excellency's main audience chamber.,6,57
Threepio,"Artoo, don't leave me! Ohhh!",6,58
Ninedenine,"You're a feisty little one, but you'll soon learn some respect. I have need for you on the master's Sail Barge. And I think you'll fit in nicely.",6,59
Jabba,Da Eitha!,6,60
Oola,Na Chuba negatorie Na! Na! Natoota...,6,61
Jabba,Boscka!,6,62
Boushh,I have come for the bounty on this Wookiee.,6,63
Threepio,"Oh, no! Chewbacca!",6,64
Jabba,At last we have the mighty Chewbacca.,6,65
Threepio,"Oh, uh, yes, uh, I am here, Your Worshipfulness. Uh... yes!",6,66
Threepio,Oh. The illustrious Jabba bids you welcome and will gladly pay you the reward of twenty- five thousand.,6,67
Boushh,I want fifty thousand. No less.,6,68
Threepio,"Uh, oh... but what, what did I say?  Uh, the mighty Jabba asks why he must pay fifty thousand.",6,69
Threepio,Because he's holding a thermal detonator.,6,70
Jabba,This bounty hunter is my kind of scum. Fearless and inventive.,6,71
Threepio,Jabba offers the sum of thirty-five. And I suggest you take it.,6,72
Boushh,Zeebuss.,6,73
Threepio,He agrees!,6,74
Boushh,Just relax for a moment. You're free of the carbonite.,6,75
Boushh,Shhh. You have hibernation sickness.,6,76
Han,I can't see.,6,77
Boushh,You eyesight will return in time.,6,78
Han,Where am I?,6,79
Boushh,Jabba's palace.,6,80
Han,Who are you?,6,81
Leia,Someone who loves you.,6,82
Han,Leia!,6,83
Leia,I gotta get you out of here.,6,84
Han,What's that? I know that laugh.,6,85
Han,"Hey, Jabba. Look, Jabba, I was just on my way to pay you back, but I got a little sidetracked. It's not my fault.",6,86
Jabba,"It's too late for that, Solo. You may have been a good smuggler, but now you're Bantha fodder.",6,87
Han,Look...,6,88
Jabba,Take him away!,6,89
Han,Jabba... I'll pay you triple! You're throwing away a fortune here. Don't be a fool!,6,90
Jabba,Bring her to me.,6,91
Leia,We have powerful friends. You're gonna regret this...,6,92
Jabba,I'm sure.,6,93
Leia,Ugh!,6,94
Threepio,"Ohhh, I can't bear to watch.",6,95
Han,"Chewie? Chewie, is that you?",6,96
Han,Ah! Chew--Chewie!,6,97
Han,"Wait. I can't see, pal. What's goin' on?",6,98
Han,"Luke? Luke's crazy. He can't even take care of himself, much less rescue anybody.",6,99
Han,"A...Jedi Knight? I--I'm out of it for a little while, everybody gets delusions of grandeur.",6,100
Han,"I'm all right, pal. I'm all right.",6,101
Luke,I must speak with Jabba.,6,102
Luke,You will take me to Jabba now!,6,103
Luke,You serve your master well.,6,104
Luke,And you will be rewarded.,6,105
Threepio,At last! Master Luke's come to rescue me.,6,106
Bib,Master.,6,107
Bib,"...Luke Skywalker, Jedi Knight.",6,108
Jabba,I told you not to admit him.,6,109
Luke,I must be allowed to speak.,6,110
Bib,He must be allowed to speak.,6,111
Jabba,You weak-minded fool! He's using an old Jedi mind trick.,6,112
Luke,You will bring Captain Solo and the Wookiee to me.,6,113
Jabba,"Your mind powers will not work on me, boy.",6,114
Luke,"Nevertheless, I'm taking Captain Solo and his friends. You can either profit by this... or be destroyed! It's your choice. But I warn you not to underestimate my powers.",6,115
Threepio,"Master Luke, you're standing on...",6,116
Jabba,"There will be no bargain, young Jedi. I shall enjoy watching you die.",6,117
Jabba,Bascka!,6,118
Threepio,"Oh, no! The Rancor!",6,119
Jabba,Bring me Solo and the Wookiee. They will all suffer for this outrage.,6,120
Luke,Han!,6,121
Han,Luke!,6,122
Luke,Are you all right?,6,123
Han,"Fine. Together again, huh?",6,124
Luke,Wouldn't miss it.,6,125
Han,How are we doing?,6,126
Luke,The same as always.,6,127
Han,"That bad, huh? Where's Leia?",6,128
Leia,I'm here.,6,129
Threepio,"Oh, dear. His High Exaltedness, the great Jabba the Hutt, has decreed that you are to be terminated immediately.",6,130
Han,"Good, I hate long waits.",6,131
Threepio,"You will therefore be taken to the Dune Sea and cast into the pit of Carkoon, the nesting place of the all-powerful Sarlacc.",6,132
Han,Doesn't sound so bad.,6,133
Threepio,"In his belly, you will find a new definition of pain and suffering, as you are slowly digested over a thousand years.",6,134
Han,"On second thought, let's pass on that, huh?",6,135
Luke,"You should have bargained, Jabba. That's the last mistake you'll ever make.",6,136
Han,"I think my eyes are getting better. Instead of a big dark blur, I see a big light blur.",6,137
Luke,"There's nothing to see. I used to live here, you know.",6,138
Han,"You're gonna die here, you know. Convenient.",6,139
Luke,Just stick close to Chewie and Lando. I've taken care of everything.,6,140
Han,Oh... great!,6,141
Jabba,Soon you will learn to appreciate me.,6,142
Threepio,"Oh, I'm terribly sor... Artoo! What are you doing here?",6,143
Threepio,"Well, I can see you're serving drinks, but this place is dangerous. They're going to execute Master Luke and, if we're not careful, us too!",6,144
Threepio,Hmm.  I wish I had your confidence.,6,145
Threepio,"Victims of the almighty Sarlacc: His Excellency hopes that you will die honorably. But should any of you wish to beg for mercy, the great Jabba the Hutt will now listen to your pleas.",6,146
Han,"Threepio, you tell that slimy piece of... worm-ridden filth he'll get no such pleasure from us. Right?",6,147
Luke,Jabba! This is your last chance. Free us or die.,6,148
Jabba,Move him into position.,6,149
Jabba,Put him in.,6,150
Luke,"Easy, Chewie.",6,151
Lando,Whoa! Whoa! Help!,6,152
Han,"Chewie, you okay? Where is he?",6,153
Han,"I'm okay, pal.",6,154
Lando,Han! Chewie?,6,155
Han,Lando!,6,156
Han,Boba Fett?! Boba Fett?! Where?,6,157
Han,"Lando, grab it!",6,158
Lando,Lower it!,6,159
Han,I'm trying!,6,160
Han,"Whoa! Whoa! Grab me, Chewie! I'm slipping.",6,161
Han,Grab it! L--Lando. Grab!,6,162
Han,Grab it! Almost... You almost got it!,6,163
Lando,Hold it! Whoa!,6,164
Han,"Gently now. All... all right. Now easy, easy. Hold me, Chewie.",6,165
Han,"Chewie! Chewie, give me the gun. Don't move, Lando.",6,166
Lando,"No, wait! I thought you were blind!",6,167
Han,It's all right. Trust me. Don't move.,6,168
Lando,All right! A little higher! Just a little higher!,6,169
Han,"Chewie, Pull us up! Come on! Okay... up, Chewie, up!",6,170
Leia,Come on. We gotta get out of here quick.,6,171
Threepio,"Not my eyes! Artoo, help! Quickly, Artoo. Oh! Ohhh! You beast!",6,172
Luke,Get the gun! Point it at the deck!,6,173
Luke,Point it at the deck!,6,174
Threepio,"Artoo, where are we going? I couldn't possibly jump.",6,175
Luke,Come on!,6,176
Luke,Let's go! And don't forget the droids.,6,177
Lando,We're on our way.,6,178
Han,I don't know. All I can see is a lot of blowing sand!,6,179
Leia,That's all any of us can see.,6,180
Han,Then I guess I'm getting better.,6,181
Han,"I've got to hand it to you, kid, you were pretty good out there.",6,182
Luke,I had a lot of help. Think nothing of it.,6,183
Han,"No, I'm thinking a lot about it. That carbon freeze was the closest thing to dead there is. And it wasn't just sleepin'. It was a big wide awake nothing!",6,184
Luke,I'll see you back at the fleet.,6,185
Han,Why don't you leave that crate and come with us?,6,186
Luke,I have a promise I have to keep first... to an old friend.,6,187
Han,"Guess I owe you some thanks, too, Lando.",6,188
Lando,"Figured if I left you frozen like that you'd just give me bad luck the rest of my life, so I might as well get you unfrozen sooner or later.",6,189
Leia,"He means ""You're welcome.""",6,190
Lando,"Come on, let's get off this miserable dust ball.",6,191
Luke,I'll meet you back at the fleet.,6,192
Leia,Hurry. The Alliance should be assembled by now.,6,193
Luke,I will.,6,194
Han,"Hey, Luke, thanks. Thanks for comin' after me. Now I owe you one.",6,195
Luke,"That's right, Artoo. We're going to the  Dagobah system. I have a promise to keep...  to an old friend.",6,196
Emperor,"Rise, my friend.",6,197
Vader,The Death Star will be completed on schedule.,6,198
Emperor,"You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker.",6,199
Vader,"Yes, my Master.",6,200
Emperor,"Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force.",6,201
Vader,As you wish.,6,202
Emperor,Everything is proceeding as I have foreseen.,6,203
Yoda,Hmm. That face you make. Look I so old to young eyes?,6,204
Luke,No... of course not.,6,205
Yoda,"I do, yes, I do!  Sick have I become. Old and weak.  When nine hundred years old you reach, look as good you will not. Hmm?",6,206
Yoda,"Soon will I rest. Yes, forever sleep. Earned it, I have.",6,207
Luke,"Master Yoda, you can't die.",6,208
Yoda,Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things ... the way of the Force.,6,209
Luke,But I need your help. I've come back to complete the training.,6,210
Yoda,No more training do you require. Already know you that which you need.,6,211
Luke,Then I am a Jedi?,6,212
Yoda,"Ohhh. Not yet. One thing remains: Vader. You must confront Vader. Then, only then, a Jedi will you be. And confront him you will.",6,213
Luke,Master Yoda... is Darth Vader my father?,6,214
Yoda,Mmm... rest I need. Yes... rest.,6,215
Luke,"Yoda, I must know.",6,216
Yoda,Your father he is.,6,217
Yoda,"Told you, did he?",6,218
Luke,Yes.,6,219
Yoda,"Unexpected this is, and unfortunate..",6,220
Luke,Unfortunate that I know the truth?,6,221
Yoda,No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.,6,222
Luke,"Well, I'm sorry.",6,223
Yoda,"Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny.",6,224
Yoda,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke...  There is... another...Sky...Sky...walker.",6,225
Luke,"I can't do it, Artoo. I can't go on alone.",6,226
Ben,Yoda will always be with you.,6,227
Luke,Obi-Wan! Why didn't you tell me?,6,228
Luke,You told me Vader betrayed and murdered my father.,6,229
Ben,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.",6,230
Luke,A certain point of view!,6,231
Ben,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view.",6,232
Ben,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault.",6,233
Ben,Anakin was a good friend.,6,234
Ben,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him.  I took it upon myself to train him as a Jedi.  I thought that I could instruct him just as well as Yoda.  I was wrong.  My pride has had terrible consequences for the galaxy.",6,235
Luke,There's still good in him.,6,236
Ben,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.,6,237
Luke,"I can't do it, Ben.",6,238
Ben,You cannot escape your destiny.,6,239
Luke,I tried to stop him once. I couldn't do it.,6,240
Ben,"Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience.  Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared.",6,241
Luke,But I had to help my friends.,6,242
Ben,"And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear.",6,243
Luke,I found out Darth Vader was my father.,6,244
Ben,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!",6,245
Luke,I can't kill my own father.,6,246
Ben,Then the Emperor has already won. You were our only hope.,6,247
Luke,Yoda spoke of another.,6,248
Ben,The other he spoke of is your twin sister.,6,249
Luke,But I have no sister.,6,250
Ben,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous.",6,251
Luke,Leia! Leia's my sister.,6,252
Ben,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor.",6,253
Ben,"When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible.  So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan.",6,254
Ben,"The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy.  Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well.  That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause.  That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate.",6,255
Luke,"But you can't let her get involved now, Ben. Vader will destroy her.",6,256
Ben,"She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!",6,257
Han,"Well, look at you, a general, huh?",6,258
Lando,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab.",6,259
Han,"Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack.",6,260
Lando,I'm surprised they didn't ask you to do it.,6,261
Han,"Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?",6,262
Mon Mothma,The Emperor has made a critical error and the time for our attack has come.,6,263
Mon Mothma,"The data brought to us by the Bothan spies pinpoints the exact location of the Emperor's new battle station. We also know that the weapon systems of this Death Star are not yet operational. With the Imperial Fleet spread throughout the galaxy in a vain effort to engage us, it is relatively unprotected. But most important of all, we've learned that the Emperor himself is personally overseeing the final stages of the construction of this Death Star.",6,264
Mon Mothma,"Many Bothans died to bring us this information. Admiral Ackbar, please.",6,265
Ackbar,"You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor.",6,266
Ackbar,General Calrissian has volunteered to lead the fighter attack,6,267
Han,Good luck.,6,268
Han,You're gonna need it.,6,269
Ackbar,General Madine.,6,270
General Madine,"We have stolen a small Imperial shuttle. Disguised as a cargo ship, and using a secret Imperial code, a strike team will land on the moon and deactivate the shield generator.",6,271
Threepio,Sounds dangerous.,6,272
Leia,I wonder who they found to pull that off.,6,273
General Madine,"General Solo, is your strike team assembled?",6,274
Han,"Uh, my team's ready. I don't have a command crew for the shuttle.",6,275
Han,"Well, it's gonna be rough, pal. I didn't want to speak for you.",6,276
Han,That's one.,6,277
Leia,"Uh, General... count me in.",6,278
Voice,"I'm with you, too!",6,279
Leia,What is it?,6,280
Luke,Ask me again sometime.,6,281
Han,Luke.,6,282
Luke,"Hi, Han... Chewie.",6,283
Threepio,"""Exciting"" is hardly the word I would use.",6,284
Han,Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.,6,285
Lando,"All right, old buddy. You know, I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?",6,286
Han,Right. I got your promise now. Not a scratch.,6,287
Lando,"Look, would you get going, you pirate.",6,288
Lando,Good luck.,6,289
Han,"You, too.",6,290
Han,You got her warmed?,6,291
Luke,"Yeah, she's comin' up.",6,292
Han,"No. I don't think the Empire had Wookiees in mind when they designed her, Chewie.",6,293
Leia,"Hey, are you awake?",6,294
Han,"Yeah, I just got a funny feeling. Like I'm not gonna see her again.",6,295
Leia,"Come on, General, let's move.",6,296
Han,"Right. Chewie, let's see what this piece of junk can do. Ready, everybody?",6,297
Luke,All set.,6,298
Threepio,Here we go again.,6,299
Han,"All right, hang on.",6,300
Vader,"What is thy bidding, my Master?",6,301
Emperor,Send the fleet to the far side of Endor. There it will stay until called for.,6,302
Vader,What of the reports of the Rebel fleet massing near Sullust?,6,303
Emperor,"It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished, my friend. Go out to the command ship and await my orders.",6,304
Vader,"Yes, my Master.",6,305
Han,"If they don't go for this, we're gonna have to get outta here pretty quick, Chewie.",6,306
Controller,We have you on our screen now. Please identify.,6,307
Han,Shuttle Tydirium requesting deactivation of the deflector shield.,6,308
Controller,"Shuttle Tydirium, transmit the clearance code for shield passage.",6,309
Han,Transmission commencing.,6,310
Leia,Now we find out if that code is worth the price we paid.,6,311
Han,It'll work. It'll work.,6,312
Luke,Vader's on that ship.,6,313
Han,"Now don't get jittery, Luke. There are a lot of command ships. Keep your distance though, Chewie, but don't look like you're trying to keep your distance.",6,314
Han,I don't know.  Fly casual.,6,315
Luke,I'm endangering the mission. I shouldn't have come.,6,316
Han,"It's your imagination, kid. Come on. Let's keep a little optimism here.",6,317
Vader,Where is that shuttle going?,6,318
Piett,"Shuttle Tydirium, what is your cargo and destination?",6,319
Pilot Voice,Parts and technical crew for the forest moon.,6,320
Vader,Do they have a code clearance?,6,321
Piett,"It's an older code, sir, but it checks out. I was about to clear them.",6,322
Piett,Shall I hold them?,6,323
Vader,No. Leave them to me. I will deal with them myself.,6,324
Piett,"As you wish, my lord.  Carry on.",6,325
Han,"They're not goin' for it, Chewie.",6,326
Controller,"Shuttle Tydirium, deactivation of the shield will commence immediately. Follow your present course.",6,327
Han,Okay! I told you it was gonna work. No problem.,6,328
Threepio,"Oh, I told you it was dangerous here.",6,329
Leia,Shall we try and go around?,6,330
Han,It'll take time. This whole party'll be for nothing if they see us.,6,331
Han,Chewie and I will take care of this. You stay here.,6,332
Luke,"Quietly, there might be more of them out there.",6,333
Han,Hey... it's me.,6,334
Scout #1,Go for help! Go!,6,335
Luke,Great. Come on.,6,336
Leia,Over there! Two more of them!,6,337
Luke,"I see them. Wait, Leia!",6,338
Luke,Quick! Jam their comlink. Center switch!,6,339
Han,"Hey, wait! Ahhh!",6,340
Luke,Move closer!,6,341
Luke,Get alongside that one!,6,342
Luke,Get him!,6,343
Luke,Keep on that one! I'll take these two!,6,344
Threepio,"Oh, General Solo, somebody's coming. Oh!",6,345
Han,Luke! Where's Leia?,6,346
Luke,What? She didn't come back?,6,347
Han,I thought she was with you.,6,348
Luke,We got separated.,6,349
Luke,"Hey, we better go look for her.",6,350
Han,Take the squad ahead.  We'll meet at the shield generator at 0300.,6,351
Luke,"Come on, Artoo.  We'll need your scanners.",6,352
Threepio,"Don't worry, Master Luke.  We know what to do.",6,353
Threepio,And you said it was pretty here. Ugh!,6,354
Leia,Cut it out!,6,355
Leia,I'm not gonna hurt you.,6,356
Leia,"Well, looks like I'm stuck here. Trouble is, I don't know where here is.",6,357
Leia,"Well, maybe you can help me. Come on, sit down.",6,358
Leia,I promise I won't hurt you. Now come here.,6,359
Leia,All right. You want something to eat?,6,360
Leia,That's right. Come on. Hmmm?,6,361
Leia,"Look, it's a hat. It's not gonna hurt you. Look. You're a jittery little thing, aren't you?",6,362
Leia,What is it?,6,363
Scout #L,"Freeze!  Come on, get up!",6,364
Scout #1,Go get your ride and take her back to base.,6,365
Scout #2,"Yes, sir.",6,366
Leia,"Come on, let's get outta here.",6,367
Guard,Halt! The Emperor does not wish to be disturbed at the moment.,6,368
Vader,"The Emperor will see me, now!",6,369
Guard,"The Emperor will see you, now.",6,370
Emperor,I told you to remain on the command ship.,6,371
Vader,A small Rebel force has penetrated the shield and landed on Endor.,6,372
Emperor,"Yes, I know.",6,373
Vader,My son is with them.,6,374
Emperor,Are you sure?,6,375
Vader,"I have felt him, my Master.",6,376
Emperor,"Strange, that I have not. I wonder if your feelings on this matter are clear, Lord Vader.",6,377
Vader,"They are clear, my Master.",6,378
Emperor,Then you must go to the Sanctuary Moon and wait for them.,6,379
Vader,He will come to me?,6,380
Emperor,I have foreseen it. His compassion for you will be his undoing. He will come to you and then you will bring him before me.,6,381
Vader,As you wish.,6,382
Han,Luke! Luke!,6,383
Threepio,"Oh, Master Luke.",6,384
Luke,There's two more wrecked speeders back there. And I found this.,6,385
Threepio,I'm afraid that Artoo's sensors can find no trace of Princess Leia.,6,386
Han,I hope she's alright.,6,387
Han,"What, Chewie? What? Chewie!",6,388
Han,"Hey, I don't get it.",6,389
Han,"Nah, it's just a dead animal, Chewie.",6,390
Luke,"Chewie, wa-wait!  Don't!",6,391
Han,"Nice work. Great, Chewie! Great! Always thinking with your stomach.",6,392
Luke,"Will you take it easy? Let's just figure out a way to get out of this thing.  Han, can you reach my lightsaber?",6,393
Han,"Yeah, sure.",6,394
Threepio,"Artoo, I'm not sure that's such a good idea. It's a very long dro-o-op!!",6,395
Han,Wha--?  Hey!  Point that thing someplace else.,6,396
Han,Hey!,6,397
Luke,"Han, don't. It'll be all right.",6,398
Luke,"Chewie, give 'em your crossbow.",6,399
Threepio,"Oh, my head. Oh, my goodness!",6,400
Luke,Do you understand anything they're saying?,6,401
Threepio,"Oh, yes, Master Luke!  Remember that I am fluent in over six million forms of communication.",6,402
Han,What are you telling them?,6,403
Threepio,"Hello, I think... I could be mistaken. They're using a very primitive dialect.  But I do believe they think I am some sort of god.",6,404
Han,"Well, why don't you use your divine influence and get us out of this?",6,405
Threepio,"I beg your pardon, General Solo, but that just wouldn't be proper.",6,406
Han,Proper?!,6,407
Threepio,It's against my programming to impersonate a deity.,6,408
Han,"Why, you--",6,409
Han,My mistake. He's an old friend of mine.,6,410
Han,I have a really bad feeling about this.,6,411
Han,What did he say?,6,412
Threepio,"I'm rather embarrassed, General Solo, but it appears you are to be the main course at a banquet in my honor.",6,413
Han And Luke,Leia!,6,414
Leia,Oh!,6,415
Threepio,Your Royal Highness.,6,416
Leia,"But these are my friends. Threepio, tell them they must be set free.",6,417
Han,"Somehow, I got the feeling that didn't help us very much.",6,418
Luke,"Threepio, tell them if they don't do as you wish, you'll become angry and use your magic.",6,419
Threepio,"But Master Luke, what magic? couldn't possibly --",6,420
Luke,Just tell them.,6,421
Threepio,"You see, Master Luke; they didn't believe me. Just...",6,422
Threepio,"... as I said they wouldn't. Wha-wha-what's happening! Oh! Oh, dear! Oh!",6,423
Threepio,"Put me down! He-e-elp! Master Luke! Artoo! Somebody, somebody, help! Master Luke, Artoo! Artoo, quickly! Do something, somebody! Oh! Ohhh!",6,424
Threepio,"Oh, oh, oh, oh! Thank goodness.",6,425
Luke,"Thanks, Threepio.",6,426
Threepio,I...I never knew I had it in me.,6,427
Threepio,"Yes, Artoo. I was just coming to that.",6,428
Han,What's going on?,6,429
Leia,I don't know.,6,430
Threepio,Wonderful! We are now a part of the tribe.,6,431
Han,Just what I always wanted.,6,432
Han,"Well, short help is better than no help at all, Chewie.  Thank you. Okay.",6,433
Threepio,He says the scouts are going to show us the quickest way to the shield generator.,6,434
Han,"Good. How far is it? Ask him. We need some fresh supplies, too. And try and get our weapons back.",6,435
Han,"And hurry up, will ya? I haven't got all day.",6,436
Luke,"Luke, what's wrong?",6,437
Luke,Leia... do you remember your mother? Your real mother?,6,438
Leia,Just a little bit. She died when I was very young.,6,439
Luke,What do you remember?,6,440
Leia,"Just...images, really. Feelings.",6,441
Luke,Tell me.,6,442
Leia,"She was very beautiful. Kind, but...sad.  Why are you asking me all this?",6,443
Luke,I have no memory of my mother. I never knew her.,6,444
Leia,"Luke, tell me. What's troubling you?",6,445
Luke,"Vader is here...now, on this moon.",6,446
Leia,How do you know?,6,447
Luke,"I felt his presence. He's come for me. He can feel when I'm near. That's why I have to go.  As long as I stay, I'm endangering the group and our mission here.  I have to face him.",6,448
Leia,Why?,6,449
Luke,He's my father.,6,450
Leia,Your father?,6,451
Luke,"There's more. It won't be easy for you to hear it, but you must. If I don't make it back, you're the only hope for the Alliance.",6,452
Leia,"Luke, don't talk that way. You have a power I--I don't understand and could never have.",6,453
Luke,"You're wrong, Leia. You have that power too. In time you'll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it.",6,454
Luke,Yes. It's you Leia.,6,455
Leia,I know. Somehow...I've always known.,6,456
Luke,Then you know why I have to face him.,6,457
Leia,"No! Luke, run away, far away. If he can feel your presence, then leave this place. I wish I could go with you.",6,458
Luke,"No, you don't. You've always been strong.",6,459
Leia,"But, why must you confront him?",6,460
Luke,Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.,6,461
Han,"Hey, what's goin' on?",6,462
Leia,Nothing. I - just want to be alone for a little while.,6,463
Han,"Nothing?  Come on, tell me.  What's goin' on?",6,464
Leia,I...I can't tell you.,6,465
Han,Did you tell Luke? Is that who you could tell?,6,466
Leia,I...,6,467
Han,Ahhh...,6,468
Han,I'm sorry.,6,469
Leia,Hold me.,6,470
Commander,"This is a Rebel that surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a further search of the area.",6,471
Commander,He was armed only with this.,6,472
Vader,"Good work, Commander. Leave us. Conduct your search and bring his companions to me.",6,473
Commander,"Yes, my Lord.",6,474
Vader,The Emperor has been expecting you.,6,475
Luke,"I know, father.",6,476
Vader,"So, you have accepted the truth.",6,477
Luke,"I've accepted the truth that you were once Anakin Skywalker, my father.",6,478
Vader,That name no longer has any meaning for me.,6,479
